fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,Grants Revenue Fund,Police,1,Personal Services,193,Medical Health & Welfare Credit,252091
2015,Grants Revenue Fund,Police,1,Personal Services,194,Group Life Insurance,1994
2015,Grants Revenue Fund,Police,1,Personal Services,195,Group Legal Insurance,5776
2015,Grants Revenue Fund,Police,2,Purchase of Services,250,Professional Consult/spec Services,5163334
2015,Grants Revenue Fund,Police,2,Purchase of Services,251,Information Technology-prof Service,1136936
2015,Grants Revenue Fund,Police,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,500000
2015,Grants Revenue Fund,Police,3,Materials and Supplies,320,Office Materials and Supplies,4455161
2015,Grants Revenue Fund,Police,4,Equipment,417,Hospital and Laboratory,73053
2015,Grants Revenue Fund,Police,4,Equipment,420,Office Equipment,6491227
2015,Grants Revenue Fund,Police,4,Equipment,427,Computer Equipment & Peripherals,1100000
2015,Grants Revenue Fund,Streets,1,Personal Services,101,Perm Full Time-civilian,1260111
2015,Grants Revenue Fund,Streets,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),25449000
2015,Grants Revenue Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (noc),1804000
2015,Grants Revenue Fund,Streets,4,Equipment,499,Other Equipment (noc),2305000
2015,Grants Revenue Fund,Fire,1,Personal Services,101,Perm Full Time-civilian,345000
2015,Grants Revenue Fund,Fire,1,Personal Services,105,Perm Full Time-uniform,11650000
2015,Grants Revenue Fund,Fire,1,Personal Services,187,Worker's Comp-disability Comp,5498
2015,Grants Revenue Fund,Fire,1,Personal Services,189,Medicare Tax,3100
2015,Grants Revenue Fund,Fire,1,Personal Services,190,Pension-obligation Bond Payments,8949
2015,Grants Revenue Fund,Fire,1,Personal Services,191,Pension,34035
2015,Grants Revenue Fund,Fire,1,Personal Services,192,FICA Taxes,10000
2015,Grants Revenue Fund,Fire,1,Personal Services,193,Medical Health & Welfare Credit,33268
2015,Grants Revenue Fund,Fire,1,Personal Services,194,Group Life Insurance,550
2015,Grants Revenue Fund,Fire,1,Personal Services,195,Group Legal Insurance,600
2015,Grants Revenue Fund,Fire,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),1590480
2015,Grants Revenue Fund,Fire,3,Materials and Supplies,399,Other Materials and Supplies (noc),1357813
2015,Grants Revenue Fund,Fire,4,Equipment,499,Other Equipment (noc),425000
2015,Grants Revenue Fund,Health,1,Personal Services,101,Perm Full Time-civilian,11466476
2015,Grants Revenue Fund,Health,1,Personal Services,186,Flex Cash,1730
2015,Grants Revenue Fund,Health,1,Personal Services,187,Worker's Comp-disability Comp,175682
2015,Grants Revenue Fund,Health,1,Personal Services,188,Worker's Comp-medical,1418
2015,Grants Revenue Fund,Health,1,Personal Services,189,Medicare Tax,177324
2015,Grants Revenue Fund,Health,1,Personal Services,190,Pension-obligation Bond Payments,260179
2015,Grants Revenue Fund,Health,1,Personal Services,191,Pension,1494130
2015,Grants Revenue Fund,Health,1,Personal Services,192,FICA Taxes,531984
2015,Grants Revenue Fund,Health,1,Personal Services,193,Medical Health & Welfare Credit,1628964
2015,Grants Revenue Fund,Health,1,Personal Services,194,Group Life Insurance,16622
2015,Grants Revenue Fund,Health,1,Personal Services,195,Group Legal Insurance,23676
2015,Grants Revenue Fund,Health,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),61182597
2015,Grants Revenue Fund,Health,3,Materials and Supplies,399,Other Materials and Supplies (noc),1225620
2015,Grants Revenue Fund,Health,4,Equipment,499,Other Equipment (noc),595840
2015,Grants Revenue Fund,Health,8,Payments to Other Funds,801,Payments to General Fund,732415
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,101,Perm Full Time-civilian,14282040
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,186,Flex Cash,2881
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,187,Worker's Comp-disability Comp,206468
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,189,Medicare Tax,144317
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,190,Pension-obligation Bond Payments,600046
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,191,Pension,3682178
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,192,FICA Taxes,484223
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,193,Medical Health & Welfare Credit,2185816
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,194,Group Life Insurance,29589
2015,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,195,Group Legal Insurance,21831
2015,Grants Revenue Fund,Office of Bh/mr Services,2,Purchase of Services,284,Ground and Building Rental,1539600
2015,Grants Revenue Fund,Office of Bh/mr Services,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),231259028
2015,Grants Revenue Fund,Office of Bh/mr Services,3,Materials and Supplies,399,Other Materials and Supplies (noc),221250
2015,Grants Revenue Fund,Office of Bh/mr Services,4,Equipment,499,Other Equipment (noc),135940
2015,Grants Revenue Fund,Office of Bh/mr Services,8,Payments to Other Funds,801,Payments to General Fund,71411
2015,Grants Revenue Fund,Recreation,1,Personal Services,101,Perm Full Time-civilian,2352225
2015,Grants Revenue Fund,Recreation,1,Personal Services,121,Temporary Seasonal,140411
2015,Grants Revenue Fund,Recreation,1,Personal Services,187,Worker's Comp-disability Comp,89774
2015,Grants Revenue Fund,Recreation,1,Personal Services,189,Medicare Tax,29849
2015,Grants Revenue Fund,Recreation,1,Personal Services,190,Pension-obligation Bond Payments,21397
2015,Grants Revenue Fund,Recreation,1,Personal Services,191,Pension,98837
2015,Grants Revenue Fund,Recreation,1,Personal Services,192,FICA Taxes,123376
2015,Grants Revenue Fund,Recreation,1,Personal Services,193,Medical Health & Welfare Credit,83921
2015,Grants Revenue Fund,Recreation,1,Personal Services,194,Group Life Insurance,1333
2015,Grants Revenue Fund,Recreation,1,Personal Services,195,Group Legal Insurance,976
2015,Grants Revenue Fund,Recreation,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),1841812
2015,Grants Revenue Fund,Recreation,3,Materials and Supplies,399,Other Materials and Supplies (noc),6260692
2015,Grants Revenue Fund,Recreation,4,Equipment,499,Other Equipment (noc),55000
2015,Grants Revenue Fund,Human Services,1,Personal Services,100,Salary Control,3348563
2015,Grants Revenue Fund,Human Services,1,Personal Services,101,Perm Full Time-civilian,63196854
2015,Grants Revenue Fund,Human Services,1,Personal Services,161,Overtime Civilian,8245697
2015,Grants Revenue Fund,Human Services,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",234140
2015,Grants Revenue Fund,Human Services,1,Personal Services,181,Shift,105478
2015,Grants Revenue Fund,Human Services,1,Personal Services,187,Worker's Comp-disability Comp,1121380
2015,Grants Revenue Fund,Human Services,1,Personal Services,189,Medicare Tax,706753
2015,Grants Revenue Fund,Human Services,1,Personal Services,190,Pension-obligation Bond Payments,2524187
2015,Grants Revenue Fund,Human Services,1,Personal Services,191,Pension,16488884
2015,Grants Revenue Fund,Human Services,1,Personal Services,192,FICA Taxes,2060178
2015,Grants Revenue Fund,Human Services,1,Personal Services,193,Medical Health & Welfare Credit,14903783
2015,Grants Revenue Fund,Human Services,1,Personal Services,194,Group Life Insurance,233903
2015,Grants Revenue Fund,Human Services,1,Personal Services,195,Group Legal Insurance,226941
2015,Grants Revenue Fund,Human Services,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,37767
2015,Grants Revenue Fund,Human Services,2,Purchase of Services,250,Professional Consult/spec Services,62681750
2015,Grants Revenue Fund,Human Services,2,Purchase of Services,284,Ground and Building Rental,1829614
2015,Grants Revenue Fund,Human Services,2,Purchase of Services,290,Payments for Care of Individuals,171106331
2015,Grants Revenue Fund,Human Services,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),208005532
2015,Grants Revenue Fund,Human Services,3,Materials and Supplies,313,Food,224650
2015,Grants Revenue Fund,Human Services,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,250
2015,Grants Revenue Fund,Human Services,3,Materials and Supplies,399,Other Materials and Supplies (noc),1201557
2015,Grants Revenue Fund,Human Services,4,Equipment,499,Other Equipment (noc),627848
2015,Grants Revenue Fund,Prisons,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),30000
2015,Grants Revenue Fund,Office of Supportive Housing,1,Personal Services,101,Perm Full Time-civilian,598320
2015,Grants Revenue Fund,Office of Supportive Housing,2,Purchase of Services,250,Professional Consult/spec Services,46419917
2015,Grants Revenue Fund,Office of Supportive Housing,3,Materials and Supplies,313,Food,1206293
2015,Grants Revenue Fund,Licenses & Inspections,2,Purchase of Services,262,Demolition of Buildings,4500000
2015,Grants Revenue Fund,Director of Finance,9,Advances & Other Misc Payments,999,Standby Authorizations,200000311
2015,Grants Revenue Fund,Revenue,2,Purchase of Services,250,Professional Consult/spec Services,21150000
2015,Grants Revenue Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,34814
2015,Grants Revenue Fund,Commerce,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),12539502
2015,Grants Revenue Fund,Mayor's Office of Transportation,1,Personal Services,101,Perm Full Time-civilian,125000
2015,Grants Revenue Fund,Mayor's Office of Transportation,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),1016224
2015,Grants Revenue Fund,Mayor's Office of Transportation,3,Materials and Supplies,399,Other Materials and Supplies (noc),2310
2015,Grants Revenue Fund,Mayor-office of the Inspector General,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),13884
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,101,Perm Full Time-civilian,88680
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,187,Worker's Comp-disability Comp,1774
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,189,Medicare Tax,1303
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,191,Pension,7075
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,192,FICA Taxes,4725
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,193,Medical Health & Welfare Credit,16875
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,194,Group Life Insurance,87
2015,Grants Revenue Fund,City Planning Commission,1,Personal Services,195,Group Legal Insurance,228
2015,Grants Revenue Fund,City Planning Commission,2,Purchase of Services,250,Professional Consult/spec Services,490508
2015,Grants Revenue Fund,City Planning Commission,8,Payments to Other Funds,801,Payments to General Fund,318
2015,Grants Revenue Fund,Free Library,1,Personal Services,100,Salary Control,117918
2015,Grants Revenue Fund,Free Library,1,Personal Services,101,Perm Full Time-civilian,1222920
2015,Grants Revenue Fund,Free Library,1,Personal Services,111,Perm Part Time,46908
2015,Grants Revenue Fund,Free Library,1,Personal Services,121,Temporary Seasonal,74124
2015,Grants Revenue Fund,Free Library,1,Personal Services,161,Overtime Civilian,64964
2015,Grants Revenue Fund,Free Library,1,Personal Services,181,Shift,1415
2015,Grants Revenue Fund,Free Library,1,Personal Services,187,Worker's Comp-disability Comp,8417
2015,Grants Revenue Fund,Free Library,1,Personal Services,189,Medicare Tax,4633
2015,Grants Revenue Fund,Free Library,1,Personal Services,190,Pension-obligation Bond Payments,11644
2015,Grants Revenue Fund,Free Library,1,Personal Services,191,Pension,40860
2015,Grants Revenue Fund,Free Library,1,Personal Services,192,FICA Taxes,12686
2015,Grants Revenue Fund,Free Library,1,Personal Services,193,Medical Health & Welfare Credit,52889
2015,Grants Revenue Fund,Free Library,1,Personal Services,194,Group Life Insurance,515
2015,Grants Revenue Fund,Free Library,1,Personal Services,195,Group Legal Insurance,858
2015,Grants Revenue Fund,Free Library,2,Purchase of Services,250,Professional Consult/spec Services,3544688
2015,Grants Revenue Fund,Free Library,3,Materials and Supplies,306,Library Materials,1729107
2015,Grants Revenue Fund,Free Library,3,Materials and Supplies,320,Office Materials and Supplies,1421340
2015,Grants Revenue Fund,Free Library,4,Equipment,420,Office Equipment,167575
2015,Grants Revenue Fund,City Controller,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),169999
2015,Grants Revenue Fund,City Controller,3,Materials and Supplies,399,Other Materials and Supplies (noc),50000
2015,Grants Revenue Fund,City Controller,4,Equipment,499,Other Equipment (noc),30000
2015,Grants Revenue Fund,District Attorney,1,Personal Services,101,Perm Full Time-civilian,15120000
2015,Grants Revenue Fund,District Attorney,1,Personal Services,193,Medical Health & Welfare Credit,654000
2015,Grants Revenue Fund,District Attorney,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),1736412
2015,Grants Revenue Fund,District Attorney,3,Materials and Supplies,399,Other Materials and Supplies (noc),31000
2015,Grants Revenue Fund,District Attorney,4,Equipment,499,Other Equipment (noc),103000
2015,Grants Revenue Fund,City Commissioners,1,Personal Services,101,Perm Full Time-civilian,100000
2015,Grants Revenue Fund,City Commissioners,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),600000
2015,Grants Revenue Fund,City Commissioners,3,Materials and Supplies,399,Other Materials and Supplies (noc),100000
2015,Grants Revenue Fund,City Commissioners,4,Equipment,499,Other Equipment (noc),100000
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,101,Perm Full Time-civilian,25251079
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,187,Worker's Comp-disability Comp,587077
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,189,Medicare Tax,505177
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,190,Pension-obligation Bond Payments,1084348
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,191,Pension,4134803
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,192,FICA Taxes,1802614
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,193,Medical Health & Welfare Credit,5555737
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,194,Group Life Insurance,137493
2015,Grants Revenue Fund,1st Judicial District,1,Personal Services,195,Group Legal Insurance,138593
2015,Grants Revenue Fund,1st Judicial District,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),8845627
2015,Grants Revenue Fund,1st Judicial District,3,Materials and Supplies,399,Other Materials and Supplies (noc),489397
2015,Grants Revenue Fund,1st Judicial District,4,Equipment,499,Other Equipment (noc),301491
2015,Airport Operating Fund,Office of Innovation & Technology,1,Personal Services,101,Perm Full Time-civilian,333070
2015,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,209,Telephone,826000
2015,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,216,Commercial Off-shelf Comp Software,265750
2015,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,251,Information Technology-prof Service,5361923
2015,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,266,Maint/support-computr Hardware/soft,1162344
2015,Airport Operating Fund,Office of Innovation & Technology,4,Equipment,427,Computer Equipment & Peripherals,715000
2015,Airport Operating Fund,Police,1,Personal Services,100,Salary Control,312000
2015,Airport Operating Fund,Police,1,Personal Services,101,Perm Full Time-civilian,425200
2015,Airport Operating Fund,Police,1,Personal Services,105,Perm Full Time-uniform,10379702
2015,Airport Operating Fund,Police,1,Personal Services,110,Uniform Stress Pay,801194
2015,Airport Operating Fund,Police,1,Personal Services,152,Uniform Iod Pay (heart & Lung),66764
2015,Airport Operating Fund,Police,1,Personal Services,161,Overtime Civilian,18555
2015,Airport Operating Fund,Police,1,Personal Services,165,Overtime Shift Uniform,2242152
2015,Airport Operating Fund,Police,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",15400
2015,Airport Operating Fund,Police,1,Personal Services,175,Holiday Pay-annual,413635
2015,Airport Operating Fund,Police,1,Personal Services,181,Shift,4751
2015,Airport Operating Fund,Police,2,Purchase of Services,201,Cleaning and Laundering,77500
2015,Airport Operating Fund,Police,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,77500
2015,Airport Operating Fund,Fire,1,Personal Services,100,Salary Control,100000
2015,Airport Operating Fund,Fire,1,Personal Services,105,Perm Full Time-uniform,4586366
2015,Airport Operating Fund,Fire,1,Personal Services,107,Fire out of Class Prem(2hr Dif),327000
2015,Airport Operating Fund,Fire,1,Personal Services,165,Overtime Shift Uniform,1200000
2015,Airport Operating Fund,Fire,1,Personal Services,175,Holiday Pay-annual,350000
2015,Airport Operating Fund,Fire,2,Purchase of Services,250,Professional Consult/spec Services,15000
2015,Airport Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,71000
2015,Airport Operating Fund,Fire,3,Materials and Supplies,311,General Equipment and Machinery,500
2015,Airport Operating Fund,Fire,3,Materials and Supplies,317,Hospital and Laboratory,13500
2015,Airport Operating Fund,Fire,4,Equipment,412,Fire Fighting and Emergency,40000
2015,Airport Operating Fund,Fire,8,Payments to Other Funds,803,Payments to Water Fund,23000
2015,Airport Operating Fund,Public Property,2,Purchase of Services,220,Electric Current-structures/streets,20000000
2015,Airport Operating Fund,Public Property,2,Purchase of Services,221,Gas Services,6900000
2015,Airport Operating Fund,Fleet Management,1,Personal Services,100,Salary Control,15407
2015,Airport Operating Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,1056238
2015,Airport Operating Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,193115
2015,Airport Operating Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",12149
2015,Airport Operating Fund,Fleet Management,1,Personal Services,181,Shift,5749
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,8000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,10000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,210,Postage,100
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,211,Transportation,500
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,5000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,5000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,251,Information Technology-prof Service,48000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,255,Dues,500
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,1000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,499900
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,2000
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,285,Rents,5600
2015,Airport Operating Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,2400
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,2000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,3000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,5000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,3500
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,4000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,311,General Equipment and Machinery,5000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,2000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,313,Food,500
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,10000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,1000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",1000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,20000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,632600
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,22000
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,271400
2015,Airport Operating Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,270000
2015,Airport Operating Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,20000
2015,Airport Operating Fund,Fleet Management,4,Equipment,418,Janitorial and Laundry,7000
2015,Airport Operating Fund,Fleet Management,4,Equipment,420,Office Equipment,3000
2015,Airport Operating Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,2000
2015,Airport Operating Fund,Fleet Management,4,Equipment,428,Vehicles -- Motor and Motorless,5000000
2015,Airport Operating Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,8000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,30000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,750000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,188,Worker's Comp-medical,725000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,925000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,5800000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,22700000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,2650000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,18278607
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,130000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,190000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,250000
2015,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,197,Auto Mechanic Tool Insurance,20000
2015,Airport Operating Fund,Director of Finance,2,Purchase of Services,280,Insurance and Official Bonds,4146000
2015,Airport Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",513,Indemnities-interdepartmental Trans,2512000
2015,Airport Operating Fund,Director of Finance,9,Advances & Other Misc Payments,999,Standby Authorizations,5102314
2015,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,701,Interest on City Debt -- Long-term,77781357
2015,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,702,Principal Payments on City Debt-l/t,66608000
2015,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,705,Commitment Fee Expense,4574000
2015,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,706,Arbitrage Payments,500000
2015,Airport Operating Fund,Commerce,1,Personal Services,100,Salary Control,200000
2015,Airport Operating Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,33646666
2015,Airport Operating Fund,Commerce,1,Personal Services,109,Plus/minus Gross Adj,150000
2015,Airport Operating Fund,Commerce,1,Personal Services,111,Perm Part Time,20000
2015,Airport Operating Fund,Commerce,1,Personal Services,121,Temporary Seasonal,800000
2015,Airport Operating Fund,Commerce,1,Personal Services,161,Overtime Civilian,6750000
2015,Airport Operating Fund,Commerce,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",750000
2015,Airport Operating Fund,Commerce,1,Personal Services,181,Shift,300000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,202,Janitorial Services,125000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,500000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,209,Telephone,90000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,210,Postage,35000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,211,Transportation,135000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,215,Licenses Permits Inspection Charges,90000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,216,Commercial Off-shelf Comp Software,190000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,220,Electric Current-structures/streets,7000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,60000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,231,Overtime Meals,32000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,240,Advertising/promotional Activities,1130000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,250,Professional Consult/spec Services,25760000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,251,Information Technology-prof Service,1226000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,252,Accounting and Auditing Services,2150000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,253,Legal Services,950000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,254,Mental Health & Retardation Service,203000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,255,Dues,270000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,256,Seminar and Training Sessions,150000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,257,Architectural & Engineering Srvcs,8200000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,258,Court Reporters,2000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,260,Repair and Maintenance Charges,20420000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,261,Repaving Repairing & Resurf Streets,1200000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,266,Maint/support-computr Hardware/soft,335000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,284,Ground and Building Rental,807000
2015,Airport Operating Fund,Commerce,2,Purchase of Services,285,Rents,22500000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,301,Agricultural and Botanical,3000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,302,"Animal, Livestock and Marine Life",5000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,304,Books and Other Publications,60000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,305,Building and Construction,640000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,307,Chemicals and Gases,1185000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,325000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,310,Electrical and Communication,2000000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,311,General Equipment and Machinery,100000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,312,Fire Fighting and Safety,150000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,313,Food,5000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,314,Fuel -- Heating and Lighting,400000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,316,General Hardware and Minor Tools,600000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,318,"Janitorial, Laundry and Household",1600000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,319,Nautical and Aeronautical,20000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,320,Office Materials and Supplies,120000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,322,Small Power Tools and Hand Tools,100000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,800000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,324,"Precision, Photographic and Artists",59000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,325,Printing,55000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,2000
2015,Airport Operating Fund,Commerce,3,Materials and Supplies,340,#2 Diesel Fuel,25000
2015,Airport Operating Fund,Commerce,4,Equipment,401,Agricultural and Botanical,25000
2015,Airport Operating Fund,Commerce,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",25000
2015,Airport Operating Fund,Commerce,4,Equipment,405,"Construction, Dredging, Conveying",25000
2015,Airport Operating Fund,Commerce,4,Equipment,410,Electrical Lighting Communication,500000
2015,Airport Operating Fund,Commerce,4,Equipment,411,General Equipment and Machinery,85000
2015,Airport Operating Fund,Commerce,4,Equipment,412,Fire Fighting and Emergency,25000
